id|alt|mime_type
img-25.jpeg|Botón de control para acceder y navegar por el menú de configuración y cambiar el idioma. Mantén pulsado para entrar al menú y pulsa brevemente para desplazarte por las opciones.|image/jpeg
img-26.jpeg|"Pantalla de selección de idioma en la pantalla LCD con las opciones ""English"" y ""Espanol""."|image/jpeg
img-27.jpeg|Confirmación visual de que el idioma inglés ha sido seleccionado correctamente.|image/jpeg
img-28.jpeg|Icono de alerta que aparece en la pantalla cuando la máquina requiere atención.|image/jpeg
img-29.jpeg|Icono de batería con una cuenta atrás de 4:50 que indica el tiempo de funcionamiento restante.|image/jpeg
img-30.jpeg|Aviso de batería baja o descargada que requiere conexión a la corriente para cargar.|image/jpeg
img-31.jpeg|Representación gráfica del estado de carga de las baterías: el nivel alto (verde) y el nivel medio (azul) cuentan con un icono de verificación, indicando un rendimiento óptimo, mientras que el nivel bajo (gris) no lo tiene.|image/jpeg
img-32.jpeg|Conecta la máquina al cargador directamente o a través de la base de carga. La carga completa requiere 4,5 horas. Durante el proceso, los LED azules a los lados de la batería parpadearán; una vez cargada por completo, los LED se iluminarán fijos durante cinco segundos y la pantalla mostrará un 100 %.|image/jpeg
img-33.jpeg|Sostén la batería por la parte inferior, presiona el botón rojo de liberación y deslízala hacia abajo para extraerla del mango. Para colocar una batería nueva, deslízala por el mango hasta escuchar un clic de encaje.|image/jpeg
img-34.jpeg|Desliza la batería en el mango hasta que encaje en su lugar con un clic para asegurar una instalación correcta.|image/jpeg
img-35.jpeg|Vacía el depósito antes de que la suciedad sobrepase la marca «MAX» para evitar que el filtro se ensucie y requiera un mantenimiento más frecuente. Nunca superes este límite.|image/jpeg
img-36.jpeg|Vacía el cubo antes de que la suciedad alcance la marca «MAX». Para hacerlo, sujeta la máquina sobre un cubo de basura, presiona firmemente el botón rojo de expulsión del cubo para que este se deslice hacia abajo y libere el contenido, asegurándote de no pulsar el botón «ON» durante el proceso.|image/jpeg
img-37.jpeg|Para vaciar el depósito, sujeta la aspiradora sobre un cubo y presiona firmemente el botón rojo de expulsión para que la base se abra y la suciedad caiga. Asegúrate de pulsar el botón rojo de la empuñadura (indicado con el símbolo de verificación) y no el gatillo «ON» (marcado con una X) mientras el cubo esté abierto. No llenes el depósito por encima de la marca «MAX» para evitar que la suciedad alcance el filtro y requiera un mantenimiento más frecuente.|image/jpeg
img-38.jpeg|"Empuja el cubo transparente hacia arriba hasta que encaje en su posición original, asegurándote de escuchar el sonido de ""clic"" que confirma que la base está cerrada correctamente."|image/jpeg
img-39.jpeg|Para limpiar el cubo, pulsa el botón rojo de la guía para extraer el cubo transparente y deslízalo hacia afuera. Límpialo únicamente con un paño húmedo y asegúrate de que esté totalmente seco antes de volver a colocarlo.|image/jpeg
img-40.jpeg|Para limpiar el cubo, extráelo presionando el botón rojo de la guía y deslizándolo hacia afuera. Límpialo únicamente con un paño húmedo; no utilices lavavajillas ni detergentes. Antes de volver a colocarlo, asegúrate de que el cubo y sus juntas estén completamente secos. Insértalo de nuevo en su lugar deslizándolo por la guía y cierra la base empujándola hacia arriba hasta que encaje correctamente.|image/jpeg
img-41.jpeg|"Inserta el cubo en su posición original deslizándolo por la guía y empuja la base hacia arriba hasta escuchar un ""clic"" que confirme que ha encajado correctamente."|image/jpeg
img-42.jpeg|Desenchufa el aparato de la toma de corriente antes de realizar cualquier tarea de mantenimiento.|image/jpeg
img-43.jpeg|Gira la unidad del filtro en sentido contrario a las agujas del reloj y extráela suavemente de la máquina.|image/jpeg
img-44.jpeg|Lava el filtro bajo el chorro de agua fría, sosteniéndolo con el elemento de espuma hacia abajo.|image/jpeg
img-45.jpeg|Enjuaga el filtro con agua fría, manteniendo el elemento de espuma hacia abajo mientras el chorro de agua cae sobre la parte de papel plisado.|image/jpeg
img-46.jpeg|Sujeta el filtro con ambas manos y tira de él suavemente hacia arriba y hacia abajo para separarlo de la unidad.|image/jpeg
img-47.jpeg|Lava el elemento de espuma bajo el grifo, orientándolo hacia abajo para que el agua sucia no entre en contacto con la parte de papel. Enjuaga tanto el interior como el exterior con agua fría.|image/jpeg
img-48.jpeg|Lavar el filtro con agua fría, enjuagando primero la parte de papel plisado y después el elemento de espuma, manteniendo siempre este último hacia abajo para evitar que el agua sucia contamine el papel.|image/jpeg
img-49.jpeg|Asegúrese de que el filtro esté completamente seco antes de volver a colocarlo en la aspiradora; no lo introduzca si todavía gotea agua.|image/jpeg
img-50.jpeg|Desconecta la aspiradora del cargador y separa el cabezal del tubo antes de proceder a la limpieza.|image/jpeg
img-51.jpeg|Levanta la pestaña roja situada en el lateral del cabezal del cepillo para liberarlo y poder extraerlo.|image/jpeg
img-52.jpeg|Desliza el cepillo hacia fuera por el lateral del cabezal.|image/jpeg
img-53.jpeg|Retira con la mano los restos de pelo o fibras enredados en el cepillo.|image/jpeg
img-54.jpeg|Lava el cepillo bajo el chorro de agua fría del grifo, frotándolo suavemente para eliminar la suciedad.|image/jpeg
img-55.jpeg|Deja secar el cepillo en posición vertical durante 24 horas hasta que esté completamente seco antes de volver a colocarlo.|image/jpeg
img-56.jpeg|Retira la tapa lateral del cabezal del cepillo desplazándola en la dirección de la flecha verde para extraer el rodillo.|image/jpeg
img-57.jpeg|Retira el rodillo del cepillo para lavarlo con agua fría, frótalo suavemente para eliminar la suciedad y déjalo secar en posición vertical hasta que esté completamente seco antes de volver a usarlo. Limpia la carcasa exterior únicamente con un paño húmedo.|image/jpeg
img-58.jpeg|Para el mantenimiento, asegúrate de que la máquina esté desconectada del cargador y no toques el gatillo. Presiona la tapa del extremo lateral del cepillo hacia arriba para extraerla, levántala y retira el cepillo del cabezal. No laves la tapa, no utilices lavavajillas, detergentes, abrillantadores ni ambientadores para limpiar ninguna de las piezas.|image/jpeg
img-59.jpeg|Coloca el cepillo en posición vertical con el extremo abierto hacia abajo y el extremo cerrado hacia arriba para permitir su secado. El extremo cerrado, que presenta una pieza central con forma de estrella, debe mantenerse en la parte superior.|image/jpeg
img-60.jpeg|Inserta el cepillo en el cabezal de limpieza. Coloca la tapa del extremo en el cepillo manteniendo un ángulo de 90° y presiónala hacia abajo hasta que encaje en la posición de cierre. Si la tapa no se coloca en dicho ángulo, no será posible cerrarla correctamente.|image/jpeg
img-61.jpeg|Desconecte el aparato de la fuente de alimentación y retire el accesorio antes de proceder con el lavado.|image/jpeg
img-62.jpeg|Gira el cierre lateral del cepillo hacia la posición de desbloqueo para poder extraerlo.|image/jpeg
img-63.jpeg|Desbloquea la tapa lateral del cabezal y extrae el cepillo suave deslizándolo hacia afuera.|image/jpeg
img-64.jpeg|No lavar con agua la pieza del extremo del cepillo.|image/jpeg
img-65.jpeg|Extraer el cepillo suave giratorio del cabezal de limpieza tirando de él hacia afuera.|image/jpeg
img-66.jpeg|Lava los cepillos giratorios bajo el grifo con agua. Después, colócalos en posición vertical, asegurándote de que el extremo con el disco esté en la parte superior, y deja que se sequen completamente al aire durante al menos 24 horas antes de volver a utilizarlos.|image/jpeg
img-67.jpeg|"Inserta el cepillo giratorio en el cabezal del aspirador y presiona la tapa lateral hasta escuchar un ""clic"" que confirme su fijación."|image/jpeg
img-68.jpeg|Extraiga el cepillo suave giratorio deslizándolo hacia afuera mediante la pestaña lateral. Para cerrar correctamente el compartimento, asegúrese de que la tapa esté alineada en la posición indicada con la marca de verificación verde y no en la posición resaltada en rojo.|image/jpeg
img-69.jpeg|Gira la tapa lateral del cabezal en sentido horario hacia el símbolo del candado cerrado para desbloquear y extraer el cepillo suave para su limpieza.|image/jpeg
img-70.jpeg|Lava los accesorios con agua fría, sin usar lavavajillas ni detergentes, y asegúrate de que estén completamente secos antes de volver a utilizarlos. Ten en cuenta que tanto el accesorio para pelo como la rinconera no deben lavarse con agua; para ellos, utiliza únicamente un paño húmedo que no suelte pelusa.|image/jpeg
img-71.jpeg|El cepillo High Torque XL cuenta con un control deslizante en la parte frontal para ajustar el nivel de succión. Desliza el mando hacia la izquierda o derecha para seleccionar la potencia necesaria según el tipo de superficie o el nivel de suciedad, permitiendo elegir entre una succión máxima para residuos incrustados o una succión equilibrada para suelos y alfombras.|image/jpeg
img-72.jpeg|Desconecta la máquina de la corriente. Inspecciona visualmente los puntos de conexión de la barra del cepillo y asegúrate de que esté correctamente encajada y bloqueada antes de ponerla en funcionamiento. Manipula los cepillos de fibra de carbono con precaución y lávate las manos tras tocarlos para evitar posibles irritaciones en la piel.|image/jpeg
img-73.jpeg|Presiona el cierre, desliza el depósito para cerrarlo y verifica visualmente que quede correctamente encajado y sujeto antes de comenzar a usar la máquina. Evita tocar los cepillos de fibra de carbono para prevenir posibles irritaciones en la piel.|image/jpeg
img-74.jpeg|Inserta el cubo en el cuerpo principal de la máquina hasta que encaje con un clic. Asegúrate de que quede bien sujeto antes de usarla. Ten precaución al manipular los cepillos de fibra de carbono, ya que pueden causar irritación; lávate las manos después de tocarlos.|image/jpeg
img-75.jpeg|Desconecte el aparato de la toma de corriente y retire el tubo del cabezal de limpieza.|image/jpeg
img-76.jpeg|Gira el cierre lateral del cabezal de limpieza hacia la posición de desbloqueo utilizando una moneda.|image/jpeg
img-77.jpeg|Gire la tapa lateral del cabezal de limpieza hacia arriba y deslice el cepillo suave hacia afuera para extraerlo.|image/jpeg
img-78.jpeg|Retira el cabello o los hilos enredados en el rodillo del cepillo.|image/jpeg
img-79.jpeg|Gire la tapa lateral del cepillo suave en sentido horario para desbloquearla y extraerla del cabezal de limpieza.|image/jpeg
img-80.jpeg|Gira el cierre de la tapa lateral hacia la izquierda (posición de desbloqueo) utilizando una moneda para liberar y retirar el rodillo del cabezal.|image/jpeg
img-81.jpeg|Presiona la palanca de bloqueo roja situada en la parte posterior del accesorio para liberar y extraer la tapa del cepillo, permitiendo así acceder al rodillo para eliminar obstrucciones o realizar el lavado.|image/jpeg
img-82.jpeg|Elimina los pelos o fibras enredados en el cepillo giratorio tirando de ellos manualmente.|image/jpeg
img-83.jpeg|Para volver a montar el accesorio, asegúrate de que la palanca roja de bloqueo esté en la posición de desbloqueo. Alinea la tapa del cepillo con la guía del cuerpo principal y presiona hacia abajo hasta que encaje firmemente. Recuerda limpiar el accesorio solo con un paño húmedo, sin usar lavavajillas ni detergentes.|image/jpeg
